C2.N2
1.3400
1.3659
1.3676
1.4604
1.4841
1.4547
1.4160
1.3023
1.3244
1.3948
1.3525
1.3558
1.3508
1.3421
1.3450
1.3024
1.3669
1.3485
1.2992
1.3753
1.3742
1.3337
1.3679
1.3703
1.4166
1.3805
1.3621
1.3580
1.3729
1.3633
1.3932
1.3571
1.3509
1.3702
1.4025
1.3751
1.3723
1.3404
1.3524
1.3676
1.3144
1.3725
1.3559
1.3645
1.3530
1.3034
1.3528
1.3411
1.3618
1.2989
1.3194
1.3178
1.3623
1.3950
1.4169
1.4115
1.3425
1.3400
1.3455
1.3197
1.3184
1.3341
1.3284
1.2980
1.3386
1.3342
1.2682
1.3488
1.3488
1.3180
1.3632
1.4014
1.3213
1.3782
1.3029
1.3368
1.3015
1.2985
1.3202
1.3149
1.3159
1.3624
1.4439
1.4759
1.3070
1.4416
1.3888
1.3688
1.3438
1.3129
1.3877
1.3516
1.4014
1.4035
1.3536
1.3405
1.3410
1.3229
1.3437
1.3879
1.3661
1.3353
1.4124
1.3274
1.3421
1.3339
1.3916
1.3304
1.3559
1.3486
1.3225
1.3393
1.3397
1.2631
1.3731
1.3410
1.3639
1.3304
1.3144
1.2455
1.3793
1.3856
1.3728
1.3729
1.3378
1.3244
1.2491
1.3396
1.3320
1.3166
1.3549
1.3736
1.3368
1.3382
1.3492
1.3416
1.3480
1.3423
1.3823
1.3129
1.3403
1.3438
1.3394
1.3567
1.4092
1.4835
1.3507
1.3413
1.3315
1.2548
1.4089
1.3623
1.3568
1.3349
1.4129
1.3395
1.3303
1.3399
1.2540
1.3336
1.4026
1.3365
1.3997
1.3822
1.3275
1.3636
1.3112
1.3619
1.3304
1.3475
1.3316
1.2843
1.3474
1.3509
1.3488
1.3496
1.3510
1.3356
1.3506
1.4300
1.3406
1.3580
1.3245
1.3981
1.3685
1.3214
1.3804
1.3015
1.4142
1.3448
1.3451
1.3499
1.4067
1.3616
1.3481
1.3383
1.3146
1.3390
1.3252
1.3320
1.3307
1.3296
1.3696
1.3353
1.3183
1.3267
1.2885
1.3896
1.2594
1.3504
1.2711
1.3847
1.3840
1.3356
1.3847
1.2927
1.3507
1.3535
1.3522
1.3968
1.4496
1.4445
1.3493
1.4208
1.3017
1.3665
1.3851
1.3351
1.3253
1.3441
1.3301
1.3669
1.3455
1.3919
1.4530
1.3701
1.3301
1.3475
1.3673
1.3048
1.3557
1.3517
1.4105
1.4731
1.4304
1.4276
1.3547
1.3532
1.4224
1.3578
1.3536
1.3566
1.3331
1.3403
1.3768
1.3564
1.3654
1.3244
1.3627
1.3426
1.3726
1.3600
1.3513
1.3909
1.3549
1.3482
1.3461
1.4253
1.4760
1.4560
1.4429
1.4333
1.3497
1.4123
1.3325
1.2745
1.3398
1.3299
1.3780
1.4019
1.3520
1.3061
1.3452
1.3984
1.3448
1.4023
1.3373
1.3832
1.3524
1.3327
1.3594
1.3602
1.3331
1.4686
1.4587
1.4086
1.4306
1.3789
1.3414
1.3277
1.3507
1.3230
1.3150
1.3424
1.3149
1.3525
1.3174
1.3455
1.3231
1.3631
1.3908
1.3841
1.3741
1.4166
1.3988
1.3283
1.3267
1.3242
1.3385
1.3401
1.3751
1.3876
1.3846
1.3365
1.3592
1.3970
1.3870
1.3337
1.3618
1.3280
1.3874
1.3216
1.3325
1.3580
1.4098
1.3177
1.3731
1.4545
1.4417
1.4738
1.3125
1.3769
1.3647
1.3719
1.3241
1.3729
1.3621
1.3444
1.4637
1.3166
1.3380
1.3176
1.3051
1.3081
1.3043
1.3674
1.3969
1.3326
1.3296
1.4117
1.3405
1.3471
1.3233
1.3530
1.3289
1.3622
1.3897
1.3801
1.3382
1.4651
1.3782
1.3532
1.3347
1.3361
1.3635
1.3647
1.3648
1.3635
1.3466
1.3419
1.3401
1.4516
1.3104
1.3946
1.4457
1.3769
1.3239
1.3419
1.3857
1.3612
1.3532
1.3195
1.3830
1.3494
1.3275
1.3785
1.3240
1.3575
1.3610
1.3291
1.3553
1.4209
1.3343
1.3571
1.3697
1.3645
1.3610
1.3441
1.3511
1.3433
1.3304
1.3992
1.3214
1.3421
1.3674
1.3866
1.3496
1.4601
1.3357
1.4602
1.4354
1.3811
1.3790
1.3425
1.3364
1.3581
1.3369
1.3263
1.3284
1.3507
1.3974
1.3264
1.3414
1.3176
1.3146
1.3906
1.3510
1.3843
1.3868
1.3790
1.4486
1.3636
1.4600
1.4177
1.4705
1.3136
1.3823
1.3414
1.3320
1.3353
1.3386
1.3601
1.3919
1.4248
1.4315
1.3553
1.3651
1.3219
1.3501
1.3832
1.4119
1.3425
1.3425
1.3439
1.3372
1.3548
1.3467
1.3192
1.3244
1.3377
1.3408
1.3430
1.3452
1.3169
1.3366
1.3433
1.4138
1.3825
1.3335
1.3370
1.4102
1.3789
1.3291
1.3200
1.3391
1.2851
1.3456
1.4110
1.3905
1.3861
1.3826
1.3316
1.3522
1.3504
1.3583
1.3499
1.4237
1.4116
1.3262
1.3837
1.3399
1.3429
1.3252
1.3458
1.3565
1.3746
1.3557
1.3411
1.3682
1.3244
1.2978
1.3872
1.3352
1.3286
1.3372
1.3804
1.3515
1.3015
1.3463
1.3590
1.3609
1.3448
1.3321
1.3528
1.3736
1.3590
1.3366
1.3492
1.3748
1.3651
1.3575
1.3514
1.3575
1.3337
1.3398
1.3571
1.3643
1.3912
1.3801
1.3390
1.3178
1.3298
1.3490
1.3567
1.3266
1.3636
1.3499
1.3477
1.3475
1.3419
1.3499
1.3491
1.3538
1.3576
1.3660
1.3227
1.3591
1.3376
1.3412
1.3418
1.3753
1.3431
1.3680
1.3027
1.3853
1.3410
1.3369
1.3504
1.4071
1.4863
1.3420
1.3559
1.4118
1.3587
1.3532
1.3262
1.3945
1.3191
1.3186
1.3600
1.3170
1.4243
1.4118
1.4392
1.3908
1.3142
1.3117
1.3029
1.2723
1.3599
1.3612
1.3238
1.3414
1.3335
1.2469
1.4390
1.3487
1.3241
1.3382
1.3501
1.3523
1.3548
1.3324
1.3270
1.3210
1.4000
1.3337
1.2830
1.3661
1.3451
1.3382
1.2577
1.3510
1.3740
1.3938
1.3691
1.3769
1.3698
1.2637
1.4270
1.3373
1.3432
1.4005
1.3998
1.4011
1.3436
1.3348
1.2567
1.3871
1.3741
1.3146
1.4097
1.3215
1.3386
1.4239
1.4439
1.3557
1.3413
1.2609
1.3734
1.3398
1.3624
1.3407
1.3426
1.4065
1.3840
1.3732
1.3527
1.3312
1.3623
1.3555
1.3426
1.4152
1.3634
1.3833
1.3884
1.4060
1.4103
1.3202
1.3475
1.3367
1.3443
1.3643
1.3432
1.2682
1.4030
1.3115
1.3160
1.3051
1.2727
1.2863
1.3437
1.3341
1.3527
1.4269
1.4590
1.4058
1.3715
1.3527
1.3526
1.3323
1.3443
1.3737
1.3745
1.3486
1.3371
1.3535
1.3319
1.3857
1.3841
1.3408
1.3789
1.3476
1.3247
1.3609
1.4088
1.4006
1.3598
1.4329
1.3466
1.3457
1.5056
1.4408
1.3573
1.3318
1.3612
1.3639
1.3888
1.3676
1.3508
1.3627
1.4140
1.4517
1.4587
1.3741
1.3718
1.3687
1.3466
1.3624
1.3473
1.4622
1.4032
1.3311
1.3426
1.3386
1.3291
1.3721
1.3516
1.3340
1.3770
1.3437
1.3996
1.3803
1.3775
1.3227
1.3835
1.3520
1.3346
1.3404
1.3398
1.3586
1.3300
1.3363
1.3177
1.3459
1.3866
1.3738
1.3349
1.3348
1.4054
1.3459
1.4239
1.4254
1.3527
1.2937
1.3593
1.3377
1.3407
1.3337
1.4179
1.3483
1.3511
1.3525
1.3029
1.3982
1.3368
1.3569
1.3631
1.2944
1.3482
1.4039
1.3840
1.3875
1.3359
1.3610
1.4017
1.3921
1.3731
1.3782
1.4137
1.3667
1.3426
1.3650
1.3449
1.4097
1.4535
1.4273
1.3512
1.3960
1.3213
1.4031
1.3718
1.3397
1.4168
1.3322
1.3886
1.3520
1.3768
1.3595
1.3869
1.3730
1.3477
1.4495
1.4031
1.3817
1.3837
1.3538
1.4100
1.3361
1.3602
1.3307
1.3471
1.3620
1.3876
1.3902
1.3309
1.3787
1.3636
1.3245
1.3905
1.3369
1.3409
1.3951
1.3439
1.3601
1.3890
1.3799
1.3584
1.4426
1.3273
1.3412
1.3392
1.3360
1.3438
1.3313
1.3890
1.4400
1.3546
1.3430
1.3506
1.4010
1.3558
1.3404
1.3287
1.3696
1.3701
1.3570
1.3571
1.3411
1.3938
1.5321
1.4664
1.3480
1.4104
1.3671
1.3347
1.3465
1.4123
1.3575
1.3991
1.3192
1.3749
1.3470
1.4088
1.3849
1.3671
1.3918
1.3337
1.3440
1.3405
1.3695
1.3068
1.3399
1.3849
1.3919
1.4455
1.3961
1.4388
1.3468
1.3659
1.4057
1.3262
1.3372
1.3185
1.3380
1.3214
1.3638
1.3202
1.3910
1.3666
1.2920
1.3638
1.3804
1.3923
1.3618
1.3468
1.3614
1.3377
1.3601
1.3358
1.3688
1.3307
1.3338
1.3402
1.3241
1.3874
1.3332
1.3422
1.3398
1.3414
1.3595
1.4180
1.3371
1.3168
1.3531
1.4061
1.3527
1.3974
1.3790
1.3721
1.4806
1.3685
1.3637
1.3387
1.3476
1.4052
1.4047
1.3929
1.3750
1.4272
1.3835
1.3795
1.5131
1.3519
1.3215
1.3842
1.3758
1.3675
1.3465
1.3027
1.3127
1.4284
1.3619
1.3488
1.3531
1.3999
1.3502
1.3205
1.4115
1.3960
1.3570
1.3860
1.3706
1.4373
1.3695
1.3530
1.3563
1.3412
1.3526
1.3629
1.3509
1.3208
1.4002
1.3518
1.3855
1.3172
1.3249
1.3359
1.3520
1.4151
1.3782
1.3311
1.3374
1.3498
1.2644
1.3308
1.3818
1.3829
1.3445
1.3449
1.3223
1.3324
1.3454
1.3584
1.3535
1.3387
1.3419
1.3494
1.3326
1.3487
1.3676
1.3516
1.3520
1.3332
1.3417
1.3496
1.3526
1.3528
1.3482
1.2584
1.4977
1.3969
1.3899
1.3498
1.3969
1.4861
1.3357
1.3595
1.3629
1.4293
1.3593
1.4401
1.3841
1.3637
1.3445
1.3406
1.3964
1.3598
1.3214
1.3783
1.3776
1.3892
1.3775
1.3881
1.3912
1.3935
1.3321
1.3772
1.3771
1.3648
1.4004
1.3563
1.3714
1.3358
1.3593
1.3556
1.3397
1.3321
1.3220
1.3106
1.3874
1.3882
1.3866
1.3684
1.3502
1.3527
1.3642
1.3498
1.3879
1.3928
1.3385
1.3312
1.3233
1.3877
1.3383
1.3387
1.2726
1.3258
1.4063
1.3719
1.3678
1.4295
1.4437
1.3676
1.3995
1.4278
1.3606
1.4118
1.4105
1.4071
1.4107
1.3315
1.3409
1.3325
1.3407
1.3327
1.3715
1.3269
1.3142
1.3402
1.3630
1.3584
1.3601
1.3753
1.3668
1.3082
1.3461
1.3626
1.3644
1.3684
1.3631
1.3848
1.3444
1.3406
1.3259
1.3411
1.3310
1.3312
1.3222
1.3469
1.3328
1.3394
1.3532
1.3430
1.4259
1.3439
1.4169
1.3324
1.3562
1.3214
1.4135
1.4096
1.3399
1.3531
1.4230
1.3447
1.3328
1.3220
1.3252
1.3997
1.3494
1.4250
1.3435
1.3176
1.3534
1.3173
1.3871
1.3686
1.3551
1.3466
1.3419
1.3402
1.3853
1.3561
1.3975
1.3414
1.3373
1.3440
1.3126
1.3304
1.3217
1.3212
1.3649
1.3343
1.3440
1.3262
1.3499
1.3255
1.3440
1.3332
1.3487
1.3307
1.3264
1.3372
1.3142
1.3919
1.3331
1.3919
1.3418
1.3847
1.3243
1.4475
1.3808
1.3844
1.3327
1.3661
1.3160
1.3492
1.4076
1.3492
1.3568
1.3636
1.3642
1.3474
1.3544
1.3466
1.3490
1.3682
1.3416
1.3607
1.3348
1.3045
1.3427
1.3427
1.3526
1.3762
1.3607
1.3900
1.3632
1.3419
1.3411
1.3365
1.3478
1.3814
1.3310
1.3397
1.3465
1.3473
1.4176
1.3561
1.3477
1.4209
1.3423
1.4104
1.3777
1.3692
1.3481
1.3616
1.4080
1.3938
1.3695
1.3682
1.3288
1.3445
1.3591
1.3563
1.3519
1.3897
1.4572
1.4415
1.4156
1.3808
1.3215
1.3217
1.3666
1.3022
1.3375
1.2927
1.3439
1.3630
1.3542
1.4129
1.3831
1.3313
1.3511
1.3945
1.3767
1.3495
1.3666
1.3673
1.3355
1.3367
1.3924
1.3482
1.3156
1.3443
1.3416
1.3552
1.3550
1.3593
1.3436
1.3478
1.3408
1.3732
1.3325
1.3417
1.3424
1.3720
1.3294
1.3413
1.3217
1.3280
1.3201
1.3292
1.3139
1.3410
1.3459
1.3484
1.4297
1.3432
1.4018
1.3594
1.3564
1.3331
1.3239
1.3341
1.3585
1.3301
1.3299
1.3630
1.3389
1.3400
1.4234
1.3466
1.3879
1.3663
1.3441
1.4177
1.3412
1.3366
1.3356
1.3356
1.3201
1.3399
1.3418
1.3562
1.3640
1.3303
1.3242
1.4154
1.4208
1.3376
1.3565
1.3807
1.4137
1.3459
1.3251
1.3749
1.3240
1.3899
1.3750
1.4316
1.4212
1.3721
1.4290
1.3583
1.3380
1.4398
1.3399
1.3518
1.3545
1.3870
1.3614
1.3671
1.3471
1.3222
1.3715
1.3535
1.3959
1.4098
1.3673
1.3751
1.3900
1.3672
1.3607
1.3743
1.3630
1.3692
1.3615
1.3803
1.3673
1.3565
1.4549
1.3363
1.3092
1.3005
1.3553
1.3542
1.3373
1.3530
1.3873
1.3807
1.3792
1.3422
1.3325
1.3368
1.3536
1.3988
1.3318
1.3200
1.3625
1.3630
1.3738
1.3294
1.3611
1.3675
1.3530
1.3494
1.3523
1.3272
1.3205
1.3290
1.3309
1.3446
1.3243
1.3440
1.3416
1.3507
1.2876
1.3622
1.2923
1.3534
1.3525
1.3293
1.3199
1.3301
1.3395
1.3382
1.3783
1.3533
1.3288
1.3254
1.3621
1.3587
1.3518
1.3911
1.3552
1.3484
1.3852
1.3861
1.3452
1.3277
1.3535
1.3510
1.3300
1.3257
1.3233
1.3526
1.3453
1.3311
1.3359
1.3759
1.3380
1.3872
1.3378
1.3417
1.4150
1.2747
1.3385
1.3266
1.3494
1.3251
1.3369
1.3378
1.3535
1.3299
1.3520
1.3350
1.3575
1.3267
1.3754
1.3439
1.3521
1.3060
1.3837
1.3903
1.4365
1.3627
1.3442
1.4219
1.3457
1.3490
1.3349
1.3251
1.3420
1.3570
1.3222
1.3279
1.3523
1.4029
1.3495
1.3500
1.3962
1.3504
1.3606
1.3358
1.3507
1.3442
1.3508
1.3588
1.3548
1.4358
1.4146
1.3572
1.3433
1.3883
1.3519
1.3366
1.3737
1.3516
1.4014
1.3144
1.3813
1.3595
1.3331
1.3566
1.3513
1.3449
1.4172
1.3610
1.3488
1.3491
1.3338
1.3229
1.3365
1.3949
1.3544
1.3393
1.3216
1.3297
1.3305
1.3928
1.3657
1.3510
1.3463
1.3636
1.3478
1.3445
1.4153
1.3509
1.3587
1.3445
1.3337
1.3480
1.3380
1.3500
1.3559
1.3479
1.3378
1.3451
1.3538
1.3407
1.3392
1.3331
1.3546
1.3880
1.3736
1.3287
1.3309
1.2931
1.3691
1.3699
1.3111
1.3612
1.4334
1.4406
1.4242
1.4605
1.4355
1.3561
1.3454
1.3412
1.3392
1.3440
1.3378
1.3429
1.4219
1.4110
1.3868
1.3887
1.3997
1.3549
1.3758
1.3320
1.4212
1.3859
1.3745
1.3258
1.3420
1.4427
1.4086
1.3681
1.3769
1.4119
1.4139
1.2933
1.4157
1.3584
1.3484
1.2942
1.3531
1.3505
1.3479
1.3537
1.3590
1.3471
1.3494
1.3388
1.3504
1.3412
1.3511
1.3340
1.3388
1.2792
1.3525
1.3534
1.3114
1.3391
1.3487
1.3699
1.3297
1.3684
1.3276
1.3317
1.3378
1.3800
1.3315
1.3230
1.4508
1.3416
1.3598
1.4670
1.3279
1.3268
1.3388
1.3420
1.3501
1.3503
1.3341
1.3110
1.3535
1.3454
1.3351
1.3291
1.3330
1.3332
1.3386
1.3585
1.3734
1.4047
1.3267
1.4175
1.3100
1.3514
1.3579
1.3613
1.3553
1.3591
1.3654
1.4268
1.3639
1.3176
1.3460
1.4123
1.3346
1.3626
1.3133
1.3541
1.3410
1.4154
1.3182
1.2847
1.3641
1.3436
1.4220
1.3174
1.3979
1.4286
1.3420
1.4028
1.3143
1.3775
1.3431
1.4473
1.3190
1.3654
1.3842
1.3427
1.3724
1.3435
1.3464
1.3618
1.3472
1.3505
1.3852
1.3712
1.3498
1.3199
1.3360
1.4356
1.3800
1.3384
1.3609
1.3753
1.3304
1.3370
1.3449
1.3292
1.3625
1.3728
1.3482
1.3569
1.4280
1.3647
1.3666
1.4039
1.4039
1.3559
1.3396
1.3458
1.3438
1.3440
1.3327
1.3723
1.4242
1.3356
1.3231
1.3227
1.3837
1.3830
1.3815
1.3720
1.3761
1.3797
1.3594
1.3610
1.3026
1.3935
1.3946
1.3469
1.3817
1.3475
1.3815
1.3832
1.3432
1.3791
1.3389
1.3704
1.3913
1.3957
1.3751
1.3593
1.3585
1.3022
1.3807
1.3216
1.3740
1.3526
1.3503
1.3831
1.3825
1.3315
1.3330
1.3617
1.3470
1.3334
1.3669
1.4222
1.3359
1.3530
1.3523
1.4115
1.4078
1.3294
1.3366
1.3747
1.4048
1.4061
1.3647
1.3531
1.3795
1.3007
1.3073
1.3366
1.3532
1.3406
1.3706
1.3567
1.3462
1.3611
1.3308
1.3383
1.3893
1.3367
1.3994
1.3001
1.3656
1.3610
1.3561
1.4022
1.4310
1.4038
1.3787
1.3703
1.3617
1.2738
1.3309
1.3480
1.3767
1.3626
1.3604
1.3114
1.3721
1.3547
1.3279
1.3203
1.4098
1.3605
1.3546
1.3339
1.3596
1.3332
1.3646
1.3438
1.3526
1.3340
1.3292
1.3499
1.3479
1.3844
1.3408
1.3403
1.3379
1.3367
1.3816
1.4013
1.3439
1.3858
1.4100
1.3028
1.3770
1.3253
1.3029
1.3870
1.3349
1.3039
1.3938
1.3412
1.3867
1.3424
1.3359
1.3406
1.3393
1.3422
1.3897
1.3070
1.3145
1.3926
1.3857
1.3919
1.3367
1.3448
1.3916
1.3690
1.3365
1.3960
1.3156
1.3393
1.3115
1.3651
1.3800
1.3438
1.4045
1.4076
1.3993
1.3331
1.4335
1.4083
1.3396
1.3292
1.3342
1.3437
1.3381
1.2812
1.3334
1.3389
1.3613
1.4042
1.3489
1.3663
1.3582
1.3441
1.3593
1.3409
1.3559
1.3597
1.3387
1.3381
1.3304
1.3953
1.4235
1.2859
1.3903
1.3360
1.4593
1.4505
1.4272
1.3223
1.3855
1.3748
1.3265
1.3137
1.3652
1.3296
1.3328
1.3190
1.3346
1.3166
1.3748
1.3201
1.3607
1.4291
1.3275
1.3942
1.3323
1.3659
1.3316
1.3997
1.4237
1.3666
1.3708
1.3242
1.3630
1.3626
1.3435
1.3151
1.3453
1.3477
1.4269
1.3678
1.3603
1.3018
1.3679
1.3508
1.3431
1.3443
1.3525
1.3759
1.3505
1.3309
1.3516
1.3783
1.3727
1.4607
1.3784
1.3919
1.3501
1.3951
1.3493
1.3633
1.3710
1.3450
1.4028
1.3583
1.3304
1.3265
1.3279
1.3988
1.3290
1.3242
1.2755
1.2949
1.3277
1.4020
1.3544
1.4010
1.4041
1.3555
1.3233
1.3534
1.3516
1.2848
1.3363
1.3611
1.3439
1.3433
1.3591
1.3853
1.3388
1.3679
1.3599
1.2987
1.3658
1.3306
1.3443
1.3343
1.3496
1.3379
1.3514
1.3673
1.3646
1.3742
1.3860
1.3449
1.3287
1.3732
1.3379
1.3769
1.3776
1.3256
1.3510
1.3268
1.3149
1.3722
1.4604
1.3712
1.3734
1.3396
1.4372
1.3431
1.3443
1.3269
1.3503
1.3363
1.3256
1.3443
1.3427
1.3461
1.3708
1.3624
1.3929
1.3367
1.3850
1.3460
1.3674
1.3689
1.3673
1.3384
1.3435
1.3761
1.3156
1.3323
1.3103
1.3454
1.3385
1.3740
1.3738
1.3923
1.4189
1.4001
1.4081
1.3338
1.3271
1.3293
1.3222
1.3409
1.3952
1.3203
1.3293
1.3594
1.3603
1.3411
1.3432
1.3442
1.3371
1.3736
1.3216
1.2855
1.2861
1.2870
1.3361
1.3668
1.3566
1.3419
1.3336
1.3540
1.3454
1.3489
1.3644
1.3315
1.3614
1.3500
1.3353
1.3466
1.3448
1.3645
1.3454
1.3515
1.3444
1.3406
1.3376
1.3389
1.3653
1.3662
1.3289
1.3480
1.3943
1.3810
1.3499
1.3359
1.3331
1.3719
1.3357
1.4201
1.3546
1.3474
1.2977
1.3833
1.3673
1.3477
1.3412
1.3374
1.3290
1.3131
1.3109
1.3770
1.3693
1.4118
1.3124
1.3740
1.3728
1.3630
1.3499
1.4250
1.3216
1.3326
1.3360
1.3444
1.3423
1.3499
1.3591
1.3600
1.3034
1.4008
1.3678
1.3224
1.3843
1.3166
1.3208
1.3170
1.3626
1.3336
1.3660
1.3658
1.3458
1.3752
1.3685
1.3388
1.3433
1.3264
1.3382
1.3239
1.3544
1.3557
1.3834
1.3738
1.3328
1.4139
1.3993
1.3275
1.4162
1.3447
1.3892
1.3740
1.3329
1.3822
1.3862
1.3242
1.3372
1.3451
1.3441
1.3176
1.3352
1.3520
1.4095
1.3662
1.3275
1.3523
1.3570
1.3496
1.4147
1.3206
1.3708
1.4267
1.4267
1.3486
1.3837
1.4283
1.3416
1.3535
1.3832
1.3121
1.3017
1.3633
1.3694
1.3193
1.3926
1.3308
1.3773
1.3955
1.3459
1.3395
1.4027
1.3459
1.3853
1.3854
1.3412
1.3487
1.3835
1.3243
1.3618
1.3584
1.3714
1.3567
1.4145
1.3456
1.4096
1.3213
1.3381
1.3263
1.3978
1.3989
1.3320
1.3897
1.3226
1.3551
1.3893
1.4265
1.3638
1.3772
1.3376
1.3707
1.3458
1.3887
1.3192
1.3133
1.4414
1.3129
1.2743
1.4258
1.3497
1.3488
1.3401
1.3515
1.3504
1.2933
1.3532
1.3818
1.3664
1.3732
1.3643
1.3293
1.3394
1.3092
1.3597
1.3871
1.4656
1.3144
1.3292
1.2994
1.3288
1.3958
1.3685
1.4239
1.3815
1.3512
1.3610
1.3615
1.3608
1.3259
1.3465
1.3410
1.3590
1.3442
1.3588
1.3577
1.3611
1.3599
1.3297
1.2878
1.4239
1.4314
1.4401
1.3404
1.3506
1.3622
1.3512
1.3644
1.3862
1.3356
1.3593
1.4339
1.2970
1.3536
1.3650
1.3349
1.3286
1.3365
1.3462
1.3456
1.3449
1.3211
1.3373
1.3409
1.4060
1.4003
1.3825
1.3014
1.3326
1.3503
1.3392
1.3451
1.3574
1.3586
1.2794
1.3156
1.3429
1.3307
1.3307
1.3422
1.3121
1.3783
1.3446
1.3597
1.3419
1.3276
1.3593
1.3440
1.3547
1.3582
1.3315
1.3483
1.3654
1.3403
1.3100
1.3225
1.3214
1.3250
1.3332
1.3614
1.3449
1.3455
1.3465
1.3753
1.3580
1.3432
1.3785
1.3095
1.3507
1.3384
1.3654
1.2990
1.3255
1.3487
1.3800
1.3324
1.3333
1.3509
1.3548
1.3431
1.3562
1.3863
1.3580
1.3112
1.4190
1.3411
1.4073
1.3941
1.3341
1.3397
1.3325
1.3319
1.3425
1.3229
1.3774
1.2643
1.5101
1.3772
1.2981
1.3413
1.3395
1.3483
1.3671
1.3469
1.3591
1.3456
1.3438
1.3454
1.3432
1.3868
1.3432
1.2663
1.4165
1.4508
1.4227
1.4190
1.3281
1.3521
1.3141
1.3250
1.3867
1.3539
1.3642
1.3397
1.3769
1.3191
1.3232
1.2784
1.3623
1.3145
1.3485
1.4135
1.3419
1.3288
1.3502
1.3530
1.3665
1.3367
1.4103
1.4195
1.3631
1.4175
1.3374
1.3656
1.3191
1.3251
1.3452
1.3626
1.4420
1.3257
1.3518
1.3476
1.3154
1.4877
1.4075
1.3614
1.3544
1.3382
1.3736
1.3656
1.3552
1.3531
1.3447
1.3549
1.3599
